DATASET_BINARY
SEPARATOR COMMA
DATASET_LABEL,location
PPRO_RS04125,-1
PPRO_RS04120,-1
CPHA266_RS04755,-1
CPHA266_RS02430,-1
CPHA266_RS02435,-1
NOCA_RS20410,-1
NOCA_RS20415,-1
SAMA_RS10015,-1
SAMA_RS07690,-1
AZO_RS11885,-1
AZO_RS10425,-1
AZO_RS11880,-1
MKMS_RS21620,-1
MKMS_RS24085,-1
MKMS_RS23025,-1
NA,-1
NA,-1
MAQU_RS04660,-1
MAQU_RS18530,-1
AAVE_RS04495,-1
AAVE_RS14190,-1
PNAP_RS12925,-1
PNAP_RS12940,-1
AJS_RS17670,-1
AJS_RS06450,-1
AJS_RS12545,-1
AJS_RS06445,-1
NA,-1
HHAL_RS00480,-1
HHAL_RS01590,-1
HHAL_RS01810,-1
MPE_RS11830,-1
MPE_RS07985,-1
CTHE_RS05760,-1
NA,-1
NA,-1
NA,-1
MJLS_RS23110,-1
MJLS_RS25595,-1
MJLS_RS24520,-1
MJLS_RS07205,-1
SACE_RS24815,-1
NA,-1
GTNG_RS08395,-1
GTNG_RS08115,-1
GTNG_RS08390,-1
MFLV_RS09780,-1
MFLV_RS07265,-1
MFLV_RS17405,-1
MFLV_RS08310,-1
CGR_RS06090,-1
CGR_RS08190,-1
CGR_RS01775,-1
STROP_RS03215,-1
RSPH17025_RS07150,-1
PST_RS01230,-1
PST_RS14165,-1
PST_RS10600,-1
PST_RS01215,-1
ENT638_RS15395,-1
SPUTCN32_RS19880,-1
SPUTCN32_RS19895,-1
SPUTCN32_RS08720,-1
SPUTCN32_RS06205,-1
SPUTCN32_RS19890,-1
SPUTCN32_RS06210,-1
SPUTCN32_RS19875,-1
PMEN_RS15120,-1
PMEN_RS07620,-1
FJOH_RS24705,-1
FJOH_RS22865,-1
FJOH_RS16020,-1
FJOH_RS15510,-1
BRADO_RS15185,-1
DEHABAV1_RS06400,-1
DEHABAV1_RS04195,-1
DEHABAV1_RS05525,-1
RCI_RS00520,-1
RCI_RS06860,-1
NA,-1
GURA_RS07030,-1
GURA_RS02410,-1
GURA_RS02395,-1
ACRY_RS16570,-1
ACRY_RS16575,-1
LPC_RS01530,-1
BOV_RS04750,-1
SWIT_RS23715,-1
SWIT_RS11355,-1
PPUT_RS20495,-1
PPUT_RS15230,-1
NA,-1
PSYCPRWF_RS03440,-1
PSYCPRWF_RS05810,-1
TBFG_RS18910,-1
TBFG_RS14035,-1
CBEI_RS10940,-1
CBEI_RS10955,-1
KPN_RS17710,-1
KPN_RS15115,-1
KPN_RS17715,-1
MMWYL1_RS11980,-1
MMA_RS17745,-1
MMA_RS13655,-1
KRAD_RS08615,-1
OANT_RS11405,-1
BCER98_RS08370,-1
BCER98_RS08365,-1
ANAE109_RS18705,-1
CLC_0811,-1
CLC_0813,-1
NA,-1
MBOO_RS01095,-1
NA,-1
XAUT_RS20065,-1
XAUT_RS04385,-1
XAUT_RS19985,-1
XAUT_RS20030,-1
XAUT_RS04390,-1
RBAM_RS17905,-1
RBAM_RS16565,-1
CKO_RS01355,-1
NA,-1
SPRO_RS18040,-1
SPRO_RS12270,-1
SPRO_RS12275,-1
BPUM_RS20280,-1
DOLE_RS03925,-1
DOLE_RS14835,-1
DOLE_RS14840,-1
SARE_RS10265,-1
CPHY_RS11125,-1
CPHY_RS11120,-1
DACI_RS11435,-1
DACI_RS07995,-1
DACI_RS02465,-1
DACI_RS22070,-1
DACI_RS02460,-1
BMUL_RS11715,-1
BMUL_RS11720,-1
BCAN_RS04595,-1
NA,-1
ACL_RS00700,-1
NA,-1
BSUIS_RS04745,-1
BPET_RS23070,-1
BPET_RS12545,-1
BPET_RS05200,-1
BPET_RS13725,-1
BPET_RS23075,-1
BPET_RS05205,-1
MEXT_RS19390,-1
MEXT_RS09675,-1
MEXT_RS19910,-1
MEXT_RS09680,-1
MEXT_RS19395,-1
BCERKBAB4_RS14785,-1
BCERKBAB4_RS25175,-1
BCERKBAB4_RS14790,-1
NA,-1
NA,-1
PPUTGB1_RS06385,-1
PPUTGB1_RS18535,-1
PPUTGB1_RS15595,-1
FPHI_RS09040,-1
FPHI_RS09405,-1
HM1_RS05420,-1
CAUL_RS08890,-1
CAUL_RS08895,-1
NA,-1
YPK_RS06820,-1
YPK_RS17160,-1
ECOLC_RS06350,-1
ECOLC_RS01120,-1
ECOLC_RS01125,-1
ECDH10B_RS18705,-1
ECDH10B_RS13530,-1
ECDH10B_RS18700,-1
PPUTW619_RS06085,-1
PPUTW619_RS08710,-1
PPUTW619_RS26115,-1
MRAD2831_RS38800,-1
MRAD2831_RS52895,-1
MRAD2831_RS38805,-1
NA,-1
M446_RS02550,-1
M446_RS09405,-1
M446_RS02545,-1
NA,-1
NA,-1
LCHO_RS15575,-1
RALTA_RS14855,-1
NA,-1
PMI_RS07645,-1
PMI_RS10600,-1
EXIG_RS07400,-1
OTER_RS08050,-1
OTER_RS18540,-1
OTER_RS18535,-1
SGR_RS09905,-1
SGR_RS08555,-1
NA,-1
BIND_RS17250,-1
BIND_RS15160,-1
BIND_RS10815,-1
LEPBI_RS14065,-1
LEPBI_RS14075,-1
KRH_RS00295,-1
NA,-1
NPUN_RS32980,-1
NPUN_RS32975,-1
YPTS_RS14590,-1
YPTS_RS04225,-1
NA,-1
BPHYT_RS18455,-1
BPHYT_RS00975,-1
RPIC_RS17185,-1
XCCB100_RS17780,-1
ETA_RS06360,-1
MPOP_RS20075,-1
MPOP_RS03475,-1
MPOP_RS21960,-1
MPOP_RS03470,-1
MPOP_RS20070,-1
SYO3AOP1_RS04840,-1
SYO3AOP1_RS04835,-1
MINF_RS00625,-1
MINF_RS07020,-1
GLOV_RS02900,-1
GLOV_RS05660,-1
GLOV_RS05690,-1
LBF_RS14095,-1
LBF_RS14105,-1
SMLT_RS15325,-1
SMLT_RS11600,-1
SMLT_RS12260,-1
SMLT_RS11620,-1
SMLT_RS00820,-1
RHECIAT_RS12790,-1
CJA_RS11045,-1
RPAL_RS20190,-1
RPAL_RS20150,-1
RPAL_RS19190,-1
RPAL_RS20145,-1
SMAL_RS13480,-1
SMAL_RS10105,-1
SMAL_RS10125,-1
SNSL254_RS11450,-1
SNSL254_RS13845,-1
SNSL254_RS11440,-1
SEHA_RS13700,-1
SESA_RS13575,-1
SESA_RS04015,-1
SESA_RS04010,-1
ANAEK_RS20185,-1
GBEM_RS11770,-1
GBEM_RS11775,-1
SEAG_RS10285,-1
SEAG_RS12760,-1
SED_RS14015,-1
GDIA_RS12765,-1
GDIA_RS12770,-1
GDIA_RS05215,-1
RLEG2_RS10925,-1
BCAH187_RS15660,-1
BCAH187_RS26300,-1
BCAH187_RS15665,-1
LMHCC_RS06505,-1
TMZ1T_RS09180,-1
MSIL_RS00535,-1
MSIL_RS00540,-1
BCB4264_RS15690,-1
BCB4264_RS26340,-1
BCB4264_RS15695,-1
PCC8801_RS13290,-1
PCC8801_RS02900,-1
PCC8801_RS11315,-1
PCC7424_RS16395,-1
PCC7424_RS16400,-1
MCHL_RS20270,-1
MCHL_RS05035,-1
MCHL_RS21060,-1
MCHL_RS20275,-1
MCHL_RS05040,-1
AFE_RS13130,-1
NA,-1
PLES_RS22485,-1
PLES_RS15685,-1
BCG9842_RS15505,-1
BCG9842_RS25850,-1
BCG9842_RS15510,-1
BCAH820_RS15955,-1
BCAH820_RS26440,-1
BCAH820_RS15960,-1
DHAF_RS06030,-1
DHAF_RS05975,-1
DHAF_RS06075,-1
DHAF_RS06155,-1
DHAF_RS06085,-1
MPAL_RS12850,-1
MPAL_RS12845,-1
NA,-1
NA,-1
CYAN7425_RS02285,-1
NA,-1
A2CP1_RS05405,-1
MNOD_RS27025,-1
MNOD_RS26860,-1
MNOD_RS11220,-1
CCEL_RS13830,-1
RSKD131_RS05070,-1
BCQ_RS15160,-1
BCQ_RS25580,-1
BCQ_RS15165,-1
GEOB_RS11020,-1
ARAD_RS06130,-1
ARAD_RS06125,-1
AVI_RS14005,-1
DTPSY_RS10730,-1
DTPSY_RS14455,-1
DTPSY_RS10715,-1
DTPSY_RS06740,-1
SUB_RS05275,-1
NA,-1
JTY_RS18685,-1
JTY_RS13745,-1
EPC_RS05825,-1
SULAZ_RS03910,-1
SULAZ_RS03915,-1
BCA_RS16620,-1
BCA_RS27040,-1
BCA_RS16625,-1
ACP_RS10770,-1
ACP_RS16465,-1
LM4B_RS06535,-1
GAU_RS06475,-1
GAU_RS03580,-1
GAU_RS03590,-1
BBR47_RS16785,-1
BBR47_RS02720,-1
BBR47_RS16790,-1
ROP_RS00100,-1
ROP_RS28360,-1
ROP_RS04400,-1
ROP_RS14840,-1
ROP_RS00080,-1
NA,-1
AVIN_RS16785,-1
AVIN_RS14025,-1
AVIN_RS14030,-1
CLM_RS04220,-1
CLM_RS04235,-1
NA,-1
NA,-1
BAA_RS16150,-1
BAA_RS27150,-1
BAA_RS16155,-1
PFLU_RS18435,-1
PFLU_RS14435,-1
NA,-1
EAT1B_RS05115,-1
NA,-1
NA,-1
KP1_RS21405,-1
KP1_RS18955,-1
KP1_RS21410,-1
NA,-1
VAPAR_RS09735,-1
VAPAR_RS09220,-1
VAPAR_RS09745,-1
DMR_RS17480,-1
MLUT_RS21765,-1
RLEG_RS11950,-1
RPIC12D_RS03245,-1
RPIC12D_RS15740,-1
RPIC12D_RS03225,-1
RPIC12D_RS03235,-1
DESAL_RS11650,-1
DESAL_RS11070,-1
PC1_RS05645,-1
GM21_RS09335,-1
GM21_RS09330,-1
ECBD_RS06190,-1
ECBD_RS01230,-1
ECBD_RS01235,-1
ECB_RS17740,-1
ECB_RS12580,-1
ECB_RS17735,-1
ECD_RS17505,-1
ECD_RS12405,-1
ECD_RS17500,-1
METD_RS22010,-1
METD_RS05940,-1
METD_RS05655,-1
METD_RS22545,-1
METD_RS22015,-1
METD_RS05945,-1
NMO_RS00070,-1
PHEP_RS15650,-1
PHEP_RS15645,-1
FIC_RS10590,-1
BMI_RS04605,-1
CACI_RS16685,-1
CPIN_RS30230,-1
CPIN_RS30235,-1
CPIN_RS30240,-1
NA,-1
CYAN8802_RS16210,-1
CYAN8802_RS02865,-1
CYAN8802_RS11390,-1
DBAC_RS09575,-1
DBAC_RS09570,-1
CAP2UW1_RS21090,-1
CAP2UW1_RS13315,-1
HMUK_RS08665,-1
NA,-1
NA,-1
PECWA_RS15615,-1
CTCNB1_RS20265,-1
CTCNB1_RS16135,-1
CTCNB1_RS12885,-1
CTCNB1_RS16140,-1
CTCNB1_RS12880,-1
NA,-1
SDEL_RS07710,-1
TTER_RS05530,-1
NA,-1
DHCVS_RS05850,-1
DHCVS_RS03800,-1
DHCVS_RS04985,-1
DD586_RS11915,-1
DD586_RS05560,-1
DD586_RS11920,-1
SROS_RS21825,-1
VB87_RS10995,-1
KFLA_RS19300,-1
KFLA_RS02325,-1
HTUR_RS15045,-1
HTUR_RS16955,-1
LM5578_RS07140,-1
LM5923_RS06920,-1
BPOF4_RS14190,-1
BPOF4_RS14195,-1
KVAR_RS06235,-1
KVAR_RS03810,-1
KVAR_RS03805,-1
AZL_RS14710,-1
AZL_RS05540,-1
AZL_RS14715,-1
LLO_RS15740,-1
DEHALGT_RS05765,-1
DEHALGT_RS03840,-1
DEHALGT_RS04975,-1
LSE_RS06050,-1
XBJ1_RS11120,-1
NA,-1
SCAB_RS04185,-1
G2583_RS21765,-1
G2583_RS15520,-1
G2583_RS21760,-1
DACET_RS10660,-1
DACET_RS10690,-1
DACET_RS10665,-1
SNAS_RS19410,-1
SNAS_RS18080,-1
SNAS_RS03540,-1
SNAS_RS26585,-1
SNAS_RS16910,-1
NA,-1
NA,-1
NA,-1
NA,-1
MMAH_RS06385,-1
SJA_RS15685,-1
SJA_RS07705,-1
SJA_RS02005,-1
SJA_RS02010,-1
BMQ_RS08465,-1
BMQ_RS09380,-1
BMQ_RS08470,-1
BMQ_RS05235,-1
NA,-1
CSEG_RS15955,-1
CSEG_RS12340,-1
CSEG_RS12035,-1
CSEG_RS12575,-1
CSEG_RS12345,-1
CSEG_RS12040,-1
BMD_RS08400,-1
BMD_RS09275,-1
BMD_RS05235,-1
NA,-1
LPA_RS01500,-1
THI_RS14475,-1
THI_RS14500,-1
THI_RS10360,-1
THI_RS14560,-1
CFLA_RS18370,-1
CFLA_RS01960,-1
TINT_RS09170,-1
TINT_RS15335,-1
TPAU_RS15990,-1
TPAU_RS11180,-1
ARNIT_RS09640,-1
ARNIT_RS03025,-1
BMB171_RS15675,-1
BMB171_RS26065,-1
BMB171_RS15680,-1
NDAS_RS22210,-1
NA,-1
SNOV_RS06430,-1
SNOV_RS07925,-1
SNOV_RS06400,-1
XNC1_RS11135,-1
AOLE_RS11460,-1
AOLE_RS11450,-1
RCFBP_RS00985,-1
RPSI07_RS08705,-1
HDEN_RS16045,-1
HDEN_RS11560,-1
HDEN_RS11555,-1
DEHLY_RS07110,-1
DEHLY_RS07995,-1
LEGAS_RS00945,-1
CLJU_RS07670,-1
CLJU_RS07680,-1
BP951000_RS01380,-1
NA,-1
DEBA_RS13180,-1
DEBA_RS13185,-1
CLOCEL_RS05155,-1
GALF_RS11930,-1
GALF_RS11920,-1
BSUW23_RS02825,-1
BSUW23_RS02820,-1
PPE_RS20105,-1
PPE_RS20110,-1
DDA3937_RS08990,-1
DDA3937_RS06045,-1
CYAN7822_RS25915,-1
MPET_RS14200,-1
MPET_RS04505,-1
HELO_RS02615,-1
NA,-1
BAMF_RS39310,-1
BAMF_RS38055,-1
CLOST_RS09470,-1
CLOST_RS04100,-1
ENTCL_RS11065,-1
ENTCL_RS11080,-1
ENTCL_RS06375,-1
ENTCL_RS11075,-1
PPSC2_RS50665,-1
NA,-1
NA,-1
ILYOP_RS03995,-1
BATR1942_RS00215,-1
BATR1942_RS00210,-1
AXYL_RS25950,-1
AXYL_RS23470,-1
AXYL_RS05415,-1
AXYL_RS09680,-1
AXYL_RS23460,-1
AXYL_RS05420,-1
HALSA_RS03295,-1
LBYS_RS12360,-1
NA,-1
REQ_RS05815,-1
REQ_RS14065,-1
REQ_RS02230,-1
NA,-1
NA,-1
MPQ_RS08925,-1
MPQ_RS05950,-1
PALPR_RS09025,-1
PALPR_RS09040,-1
ML5_RS22995,-1
ML5_RS23000,-1
ASTEX_RS05435,-1
ASTEX_RS05235,-1
BCELL_RS01485,-1
BCELL_RS01480,-1
TMAR_RS08325,-1
NA,-1
RPDX1_RS08790,-1
RPDX1_RS08825,-1
RPDX1_RS09760,-1
RPDX1_RS08830,-1
DAES_RS10160,-1
DAES_RS13095,-1
ALIDE_RS17975,-1
PSESU_RS08815,-1
PSESU_RS04365,-1
PSESU_RS04360,-1
DEIMA_RS07070,-1
NA,-1
ACIPR4_RS14240,-1
ACIPR4_RS13385,-1
DESPR_RS06190,-1
DESPR_RS06340,-1
DESPR_RS14280,-1
DESPR_RS06350,-1
GM18_RS07650,-1
GM18_RS07645,-1
BSN5_RS03440,-1
BSN5_RS14470,-1
BSN5_RS09015,-1
BSN5_RS03445,-1
RAHAQ_RS16250,-1
BC1001_RS04090,-1
NA,-1
NA,-1
NA,-1
CELLY_RS13645,-1
CELLY_RS00530,-1
PEDSA_RS02935,-1
PEDSA_RS09470,-1
METBO_RS09180,-1
METBO_RS09205,-1
NAL212_RS01110,-1
NAL212_RS02885,-1
NAL212_RS01115,-1
PSED_RS01855,-1
PSED_RS12045,-1
NA,-1
PSEBR_RS22850,-1
PSEBR_RS17435,-1
BGLA_RS18110,-1
BGLA_RS18105,-1
NA,-1
NA,-1
UMN179_RS10380,-1
UMN179_RS03605,-1
PNA2_RS04555,-1
NA,-1
DELCS14_RS24425,-1
DELCS14_RS12240,-1
DESCA_RS05330,-1
DESCA_RS05300,-1
SERAS9_RS18610,-1
SERAS9_RS15510,-1
SERAS9_RS15515,-1
DESKU_RS16015,-1
DESKU_RS13570,-1
DESKU_RS03440,-1
DESKU_RS01450,-1
NA,-1
NA,-1
PP1Y_RS13450,-1
PP1Y_RS10675,-1
PP1Y_RS13445,-1
DESRU_RS10695,-1
DESRU_RS13020,-1
DESRU_RS10705,-1
SINME_RS04280,-1
SPHCH_RS08460,-1
NA,-1
BCO26_RS03200,-1
BCO26_RS03185,-1
MLP_RS18165,-1
MLP_RS18045,-1
MLP_RS13050,-1
NA,-1
MESOP_RS03850,-1
MZHIL_RS00900,-1
NA,-1
CULC22_RS04135,-1
OCA5_RS06880,-1
OCA5_RS02405,-1
OCA5_RS01430,-1
OCA5_RS02410,-1
OCA5_RS01435,-1
NA,-1
KNP414_RS15250,-1
KNP414_RS29300,-1
KNP414_RS15245,-1
KNP414_RS07580,-1
F7308_RS01515,-1
F7308_RS06500,-1
F7308_RS01525,-1
THETH_RS01045,-1
THETH_RS02495,-1
HYPMC_RS14270,-1
HYPMC_RS14265,-1
CNE_RS17275,-1
CNE_RS10190,-1
PPS_RS06665,-1
PPS_RS26885,-1
PPS_RS11770,-1
NA,-1
MAF_RS18670,-1
MAF_RS13850,-1
CCAN_RS04400,-1
NA,-1
CFU_RS16490,-1
CFU_RS02000,-1
CFU_RS16500,-1
BPI_RS04815,-1
CVAR_RS15240,-1
ACIFE_RS07345,-1
ACIFE_RS10615,-1
BURJV3_RS13520,-1
BURJV3_RS11710,-1
SACTE_RS31605,-1
SACTE_RS29650,-1
STRVI_RS05345,-1
STRVI_RS34950,-1
SLG_RS08025,-1
SLG_RS03060,-1
SLG_RS03065,-1
FBFL15_RS12465,-1
NH8B_RS10260,-1
NH8B_RS18105,-1
BCOA_RS27405,-1
BCOA_RS27420,-1
NA,-1
MICA_RS02890,-1
GYO_RS25275,-1
GYO_RS25270,-1
NA,-1
KSE_RS05880,-1
SCAT_RS15145,-1
SCAT_RS21470,-1
SCAT_RS19900,-1
SFLA_RS30840,-1
DSC_RS09775,-1
DSC_RS08515,-1
DSC_RS02885,-1
DSC_RS09770,-1
TLIE_RS09145,-1
TLIE_RS09135,-1
FCOL_RS06930,-1
ECWSU1_RS16290,-1
ECWSU1_RS06940,-1
ECWSU1_RS06945,-1
NA,-1
DESOR_RS12745,-1
BYI23_RS13195,-1
BYI23_RS13520,-1
BYI23_RS08505,-1
MYCRHN_RS16615,-1
MYCRHN_RS10890,-1
MYCRHN_RS21745,-1
NA,-1
KOX_RS26955,-1
DSUI_RS09010,-1
AZOBR_RS10945,-1
BMS_RS05905,-1
BMS_RS11825,-1
AZOLI_RS03980,-1
CLOCL_RS01085,-1
CLOCL_RS00740,-1
CLOCL_RS14555,-1
CLOCL_RS00735,-1
DESAF_RS10880,-1
DESAF_RS10875,-1
ACIX8_RS22345,-1
ACIX8_RS23490,-1
HPL003_RS03400,-1
HPL003_RS03405,-1
BCN_RS15315,-1
BCN_RS25930,-1
BCN_RS15320,-1
BCF_RS15315,-1
BCF_RS10655,-1
BCF_RS25765,-1
BCF_RS15320,-1
BCF_RS10650,-1
BACAU_RS18635,-1
BACAU_RS17340,-1
CDVA01_RS04225,-1
CDBH8_RS04650,-1
CDBH8_RS00420,-1
CDC7B_RS04420,-1
LP12_RS01245,-1
NA,-1
PANA5342_RS33880,-1
PANA5342_RS28635,-1
PANA5342_RS33875,-1
NA,-1
PSF113_RS52925,-1
PSF113_RS48845,-1
SPUL_RS01830,-1
STBHUCCB_RS01840,-1
STMMW_RS13000,-1
STM14_RS13710,-1
STM474_RS12805,-1
STMDT12_RS12800,-1
STMUK_RS12815,-1
NOCYR_RS12165,-1
NA,-1
GPOL_RS06840,-1
GPOL_RS20815,-1
PM3016_RS06560,-1
PM3016_RS29830,-1
PM3016_RS09975,-1
PM3016_RS06555,-1
BLASA_RS16620,-1
OCU_RS30125,-1
OCU_RS41535,-1
OCU_RS27400,-1
OCU_RS35385,-1
OCO_RS05110,-1
OCO_RS16575,-1
OCO_RS02370,-1
OCO_RS10275,-1
OCQ_RS05190,-1
OCQ_RS17180,-1
OCQ_RS02465,-1
OCQ_RS09850,-1
NA,-1
CPP54B96_RS03825,-1
MTC_RS12075,-1
MTC_RS04795,-1
UMN798_RS12805,-1
Q7S_RS16350,-1
NA,-1
BANAU_RS19680,-1
BANAU_RS18355,-1
S23_RS23980,-1
S23_RS14735,-1
S23_RS23975,-1
AMIS_RS12435,-1
AMIS_RS08770,-1
LFE_RS07035,-1
LFE_RS00450,-1
LFE_RS04200,-1
NA,-1
NA,-1
NA,-1
NA,-1
NA,-1
NA,-1
NA,-1
NA,-1
HYDTH_RS08925,-1
HYDTH_RS08940,-1
A1122_RS10760,-1
A1122_RS09275,-1
BAMTA208_RS18880,-1
BAMTA208_RS17625,-1
LL3_RS19135,-1
LL3_RS17880,-1
BAXH7_RS18910,-1
BAXH7_RS17655,-1
I33_RS02845,-1
I33_RS17360,-1
I33_RS02840,-1
BSNT_RS19170,-1
BSNT_RS03060,-1
YBT020_RS16080,-1
YBT020_RS26390,-1
YBT020_RS16085,-1
CT43_RS15790,-1
CT43_RS26500,-1
CT43_RS15795,-1
BM590_RS04740,-1
BJ6T_RS16640,-1
BJ6T_RS21675,-1
NA,-1
NA,-1
NA,-1
H04402_RS04050,-1
H04402_RS04060,-1
CP1002_RS03780,-1
DEVAL_RS08250,-1
CULC809_RS04160,-1
SINMEB_RS03470,-1
SM11_RS03630,-1
NA,-1
EPYR_RS05590,-1
EJP617_RS00005,-1
NA,-1
NA,-1
KN400_RS15475,-1
KN400_RS15480,-1
LMO4A_RS06950,-1
PPUBIRD1_RS20115,-1
PPUBIRD1_RS15000,-1
PAJ_RS11605,-1
PAJ_RS06755,-1
PAJ_RS06760,-1
PSTAA_RS14775,-1
PSTAA_RS10685,-1
LMM7_RS06960,-1
PPM_RS16135,-1
PPM_RS16110,-1
PPM_RS22805,-1
PPM_RS16115,-1
LMRG_RS06465,-1
LMOG_RS06630,-1
LMKG_RS14055,-1
LMKG_RS14040,-1
LMKG_RS06815,-1
LMKG_RS14045,-1
LMLG_RS06535,-1
PAM18_RS20870,-1
PAM18_RS14195,-1
NCGM2_RS08620,-1
NCGM2_RS16250,-1
NA,-1
CMR15_RS01170,-1
RSPO_RS00890,-1
ECNA114_RS18685,-1
ECNA114_RS13320,-1
I02_RS19565,-1
I02_RS13915,-1
